HMMProfile	protein_id	evalue	Coverage	ProfileLength	ProfileStart	GeneLength	ProfileEnd	GeneStart	GeneEnd	Strain
GH110.hmm	WP_155598399.1	5.70E-113	0.67	548	180	627	548	239	605	Zobellia amurskyensis KMM3526
AA3.hmm	WP_155598407.1	3.10E-54	0.52	618	80	570	402	3	566	Zobellia amurskyensis KMM3526
GH29.hmm	WP_155598408.1	9.00E-116	0.97	346	12	500	346	17	388	Zobellia amurskyensis KMM3526
GH109.hmm	WP_155598422.1	2.00E-21	0.98	126	2	463	125	54	169	Zobellia amurskyensis KMM3526
GH110.hmm	WP_155598467.1	1.00E-170	0.98	548	13	589	548	15	556	Zobellia amurskyensis KMM3526
GT27.hmm	WP_155598514.1	8.80E-23	0.79	295	2	333	236	5	231	Zobellia amurskyensis KMM3526
GT2_Glycos_transf_2.hmm	WP_155598542.1	2.50E-29	0.98	170	1	335	167	7	172	Zobellia amurskyensis KMM3526
CE1.hmm	WP_155598546.1	8.70E-17	0.79	227	14	219	193	13	187	Zobellia amurskyensis KMM3526
GH109.hmm	WP_155598570.1	7.40E-16	0.94	126	1	331	120	5	115	Zobellia amurskyensis KMM3526
CE14.hmm	WP_155598589.1	5.90E-27	0.99	124	1	240	124	6	111	Zobellia amurskyensis KMM3526
GH20.hmm	WP_155598605.1	1.70E-123	0.97	337	8	566	336	158	532	Zobellia amurskyensis KMM3526
GH109.hmm	WP_155598608.1	4.20E-52	0.99	126	1	471	126	60	184	Zobellia amurskyensis KMM3526
GH2.hmm	WP_155598649.1	1.90E-72	0.68	752	29	865	539	5	693	Zobellia amurskyensis KMM3526
GH92.hmm	WP_155598657.1	9.40E-193	1	491	2	799	491	261	783	Zobellia amurskyensis KMM3526
GH33.hmm	WP_155598665.1	1.50E-35	0.88	342	27	359	328	56	345	Zobellia amurskyensis KMM3526
CBM4.hmm	WP_155598684.1	4.90E-18	0.98	126	2	529	126	381	513	Zobellia amurskyensis KMM3526
GH5_4.hmm	WP_155598685.1	5.00E-96	0.99	276	2	382	275	81	353	Zobellia amurskyensis KMM3526
GH117.hmm	WP_155598708.1	9.10E-48	0.66	211	4	421	143	101	253	Zobellia amurskyensis KMM3526
GH28.hmm	WP_155598724.1	3.10E-65	0.93	325	6	508	307	57	398	Zobellia amurskyensis KMM3526
PL6.hmm	WP_155598742.1	2.80E-131	0.99	372	2	770	370	26	409	Zobellia amurskyensis KMM3526
PL7.hmm	WP_155598743.1	7.30E-58	1	231	1	303	231	52	303	Zobellia amurskyensis KMM3526
PL17.hmm	WP_155598748.1	4.10E-54	0.97	139	1	753	136	404	539	Zobellia amurskyensis KMM3526
CE3.hmm	WP_155598773.1	6.40E-16	0.98	194	3	248	193	67	241	Zobellia amurskyensis KMM3526
PL7.hmm	WP_155598835.1	2.80E-52	1	231	1	306	231	60	306	Zobellia amurskyensis KMM3526
GT2_Glycos_transf_2.hmm	WP_155598849.1	1.70E-19	0.76	170	1	234	131	9	132	Zobellia amurskyensis KMM3526
GH113.hmm	WP_155598857.1	3.30E-114	1	306	1	333	306	23	327	Zobellia amurskyensis KMM3526
CBM67.hmm	WP_155598862.1	3.40E-30	0.95	176	1	799	168	36	220	Zobellia amurskyensis KMM3526
GH78.hmm	WP_155598862.1	1.90E-95	0.98	504	6	799	502	276	780	Zobellia amurskyensis KMM3526
GT2_Glycos_transf_2.hmm	WP_155598863.1	2.60E-20	0.77	170	2	231	133	8	138	Zobellia amurskyensis KMM3526
GH13_38.hmm	WP_155598889.1	5.80E-181	0.99	375	1	592	374	33	428	Zobellia amurskyensis KMM3526
GH65.hmm	WP_155598890.1	9.40E-147	0.99	372	1	767	371	323	702	Zobellia amurskyensis KMM3526
GT51.hmm	WP_155598994.1	1.20E-57	0.98	177	2	780	176	68	244	Zobellia amurskyensis KMM3526
GT9.hmm	WP_155599024.1	5.20E-36	0.88	225	2	333	201	59	286	Zobellia amurskyensis KMM3526
GH23.hmm	WP_155599048.1	9.60E-27	0.88	135	2	547	121	179	314	Zobellia amurskyensis KMM3526
CBM9.hmm	WP_155599072.1	2.00E-28	0.98	182	1	262	179	51	257	Zobellia amurskyensis KMM3526
GH117.hmm	WP_155599075.1	7.10E-49	0.68	211	1	424	144	102	260	Zobellia amurskyensis KMM3526
GH2.hmm	WP_155599076.1	8.30E-117	0.63	752	21	846	491	24	606	Zobellia amurskyensis KMM3526
GH117.hmm	WP_155599082.1	8.60E-52	0.56	211	1	407	120	101	230	Zobellia amurskyensis KMM3526
CE1.hmm	WP_155599091.1	1.70E-40	0.96	227	4	264	223	27	259	Zobellia amurskyensis KMM3526
GH29.hmm	WP_155599094.1	4.20E-120	0.95	346	19	513	346	28	401	Zobellia amurskyensis KMM3526
GT2_Glycos_transf_2.hmm	WP_155599150.1	3.70E-28	0.77	170	1	333	132	6	134	Zobellia amurskyensis KMM3526
CE4.hmm	WP_155599207.1	3.30E-32	0.92	130	4	258	123	63	185	Zobellia amurskyensis KMM3526
GT2_Glycos_transf_2.hmm	WP_155599260.1	5.60E-33	0.85	170	1	354	145	16	162	Zobellia amurskyensis KMM3526
GT4.hmm	WP_155599266.1	1.10E-31	0.93	160	11	370	159	182	331	Zobellia amurskyensis KMM3526
GH63.hmm	WP_155599275.1	2.70E-20	0.37	570	357	877	567	426	874	Zobellia amurskyensis KMM3526
GH28.hmm	WP_155599323.1	7.30E-70	0.95	325	6	472	314	51	415	Zobellia amurskyensis KMM3526
GH97.hmm	WP_155599349.1	1.30E-93	0.6	631	248	391	628	3	384	Zobellia amurskyensis KMM3526
GT4.hmm	WP_155599381.1	3.20E-28	0.95	160	7	391	159	209	356	Zobellia amurskyensis KMM3526
GT4.hmm	WP_155599386.1	3.10E-16	0.88	160	10	393	150	201	344	Zobellia amurskyensis KMM3526
GT4.hmm	WP_155599393.1	4.80E-25	0.94	160	7	389	158	210	361	Zobellia amurskyensis KMM3526
GT4.hmm	WP_155599394.1	2.90E-17	0.94	160	3	327	154	156	295	Zobellia amurskyensis KMM3526
CE15.hmm	WP_155599399.1	7.90E-90	0.98	269	2	404	266	20	402	Zobellia amurskyensis KMM3526
GH109.hmm	WP_155599466.1	9.60E-16	0.94	126	1	473	120	32	144	Zobellia amurskyensis KMM3526
GH1.hmm	WP_155599545.1	3.40E-153	0.99	429	3	471	426	15	454	Zobellia amurskyensis KMM3526
GH32.hmm	WP_155599597.1	2.30E-97	0.97	293	1	530	285	48	352	Zobellia amurskyensis KMM3526
GH29.hmm	WP_155599612.1	6.40E-89	0.95	346	19	503	346	14	382	Zobellia amurskyensis KMM3526
GH29.hmm	WP_155599619.1	8.80E-119	0.94	346	20	518	346	34	406	Zobellia amurskyensis KMM3526
GH28.hmm	WP_155599620.1	1.60E-67	0.95	325	6	467	314	48	381	Zobellia amurskyensis KMM3526
GH28.hmm	WP_155599621.1	1.50E-68	0.94	325	6	462	311	51	398	Zobellia amurskyensis KMM3526
GH16_12.hmm	WP_155599623.1	6.20E-97	1	239	1	421	239	49	299	Zobellia amurskyensis KMM3526
GH117.hmm	WP_155599625.1	9.30E-52	0.68	211	2	420	145	88	248	Zobellia amurskyensis KMM3526
GH74.hmm	WP_155599628.1	3.40E-17	0.4	233	38	728	131	477	641	Zobellia amurskyensis KMM3526
GH2.hmm	WP_155599635.1	1.50E-120	0.63	752	29	824	506	29	624	Zobellia amurskyensis KMM3526
GH10.hmm	WP_155599717.1	3.50E-106	0.99	303	1	379	302	34	370	Zobellia amurskyensis KMM3526
GH43_1.hmm	WP_155599719.1	5.00E-167	1	310	1	340	310	22	331	Zobellia amurskyensis KMM3526
GH26.hmm	WP_155599800.1	6.00E-52	0.91	303	2	376	279	44	345	Zobellia amurskyensis KMM3526
CE1.hmm	WP_155599819.1	1.60E-21	0.6	227	6	319	143	42	226	Zobellia amurskyensis KMM3526
GH2.hmm	WP_155599855.1	3.40E-62	0.73	752	24	748	575	22	730	Zobellia amurskyensis KMM3526
GH2.hmm	WP_155599857.1	2.10E-73	0.55	752	25	943	435	21	541	Zobellia amurskyensis KMM3526
GH109.hmm	WP_155599879.1	4.90E-22	0.96	126	1	457	122	40	159	Zobellia amurskyensis KMM3526
GH127.hmm	WP_155599893.1	1.10E-196	1	524	2	693	524	66	602	Zobellia amurskyensis KMM3526
GH127.hmm	WP_155599895.1	1.30E-190	1	524	2	656	524	25	564	Zobellia amurskyensis KMM3526
GH13_19.hmm	WP_155599979.1	2.20E-80	0.63	360	135	571	360	183	432	Zobellia amurskyensis KMM3526
GH78.hmm	WP_155600012.1	8.50E-103	0.99	504	5	1173	502	602	1133	Zobellia amurskyensis KMM3526
CBM67.hmm	WP_155600016.1	1.10E-39	0.88	176	15	920	170	168	339	Zobellia amurskyensis KMM3526
GH78.hmm	WP_155600016.1	6.80E-166	1	504	1	920	503	363	873	Zobellia amurskyensis KMM3526
GH88.hmm	WP_155600019.1	1.50E-124	0.98	329	5	397	329	69	390	Zobellia amurskyensis KMM3526
GH97.hmm	WP_155600022.1	1.80E-153	0.99	631	4	663	630	20	659	Zobellia amurskyensis KMM3526
PL40.hmm	WP_155600023.1	2.60E-246	0.99	873	1	929	864	1	919	Zobellia amurskyensis KMM3526
GH141.hmm	WP_155600024.1	7.80E-55	0.99	527	2	790	523	28	544	Zobellia amurskyensis KMM3526
PL40.hmm	WP_155600025.1	1.40E-16	0.45	873	122	769	513	75	452	Zobellia amurskyensis KMM3526
CE7.hmm	WP_155600034.1	2.50E-17	0.51	313	40	446	201	76	246	Zobellia amurskyensis KMM3526
GH29.hmm	WP_155600035.1	8.10E-85	0.9	346	34	604	345	47	366	Zobellia amurskyensis KMM3526
CE7.hmm	WP_155600047.1	1.10E-80	0.96	313	11	430	312	131	424	Zobellia amurskyensis KMM3526
GT83.hmm	WP_155600072.1	1.50E-51	0.79	540	10	540	439	21	447	Zobellia amurskyensis KMM3526
GH3.hmm	WP_155600088.1	4.90E-71	0.99	216	3	757	216	95	316	Zobellia amurskyensis KMM3526
GH144.hmm	WP_155600089.1	3.00E-181	0.99	404	2	464	403	49	463	Zobellia amurskyensis KMM3526
GH144.hmm	WP_155600090.1	3.50E-189	0.99	404	2	455	403	38	448	Zobellia amurskyensis KMM3526
CBM57.hmm	WP_155600100.1	2.60E-33	0.97	147	4	1291	147	508	652	Zobellia amurskyensis KMM3526
CBM6.hmm	WP_155600110.1	1.10E-21	0.87	138	16	2123	136	651	777	Zobellia amurskyensis KMM3526
CBM57.hmm	WP_155600110.1	1.20E-36	0.99	147	2	2123	147	882	1032	Zobellia amurskyensis KMM3526
CBM57.hmm	WP_155600138.1	2.60E-35	0.99	147	2	340	147	172	330	Zobellia amurskyensis KMM3526
GT2_Glycos_transf_2.hmm	WP_155600142.1	1.20E-29	0.76	170	1	320	131	10	138	Zobellia amurskyensis KMM3526
GT83.hmm	WP_155600143.1	1.70E-75	0.93	540	6	551	510	3	515	Zobellia amurskyensis KMM3526
GT2_Glycos_transf_2.hmm	WP_155600159.1	4.90E-19	0.72	170	1	270	124	9	121	Zobellia amurskyensis KMM3526
GT4.hmm	WP_155600161.1	1.50E-30	0.93	160	9	370	157	199	341	Zobellia amurskyensis KMM3526
GH109.hmm	WP_155600188.1	1.00E-22	0.91	126	1	449	116	43	154	Zobellia amurskyensis KMM3526
GT19.hmm	WP_155600227.1	1.80E-124	0.99	354	2	370	352	4	353	Zobellia amurskyensis KMM3526
PL6.hmm	WP_155600268.1	5.20E-142	0.99	372	3	779	370	27	396	Zobellia amurskyensis KMM3526
PL7_5.hmm	WP_155600270.1	5.10E-69	0.9	267	24	373	265	69	350	Zobellia amurskyensis KMM3526
PL7_5.hmm	WP_155600271.1	1.70E-74	0.98	267	4	349	266	48	339	Zobellia amurskyensis KMM3526
PL6.hmm	WP_155600272.1	2.80E-136	0.99	372	3	772	371	27	410	Zobellia amurskyensis KMM3526
CBM57.hmm	WP_155600292.1	3.20E-34	0.99	147	1	6201	147	5678	5824	Zobellia amurskyensis KMM3526
GH3.hmm	WP_155600315.1	2.90E-56	0.98	216	5	970	216	100	326	Zobellia amurskyensis KMM3526
GT4.hmm	WP_155600325.1	2.80E-30	0.93	160	12	380	160	203	353	Zobellia amurskyensis KMM3526
GT4.hmm	WP_155600326.1	7.30E-29	0.94	160	6	363	156	188	331	Zobellia amurskyensis KMM3526
GT4.hmm	WP_155600327.1	1.50E-24	0.8	160	12	361	140	195	317	Zobellia amurskyensis KMM3526
GT4.hmm	WP_155600331.1	3.70E-37	0.96	160	4	373	157	186	336	Zobellia amurskyensis KMM3526
PL1_2.hmm	WP_155600332.1	2.10E-52	0.98	183	1	603	181	224	426	Zobellia amurskyensis KMM3526
GH28.hmm	WP_155600334.1	2.40E-18	0.84	325	48	1086	321	748	1052	Zobellia amurskyensis KMM3526
GH106.hmm	WP_155600390.1	3.90E-199	0.88	824	95	1000	823	234	998	Zobellia amurskyensis KMM3526
GH106.hmm	WP_155600393.1	2.00E-161	0.69	824	85	1034	653	201	800	Zobellia amurskyensis KMM3526
CBM67.hmm	WP_155600396.1	8.90E-34	0.95	176	2	944	170	661	808	Zobellia amurskyensis KMM3526
GH78.hmm	WP_155600400.1	3.90E-99	0.98	504	5	584	499	89	581	Zobellia amurskyensis KMM3526
GH32.hmm	WP_155600405.1	1.80E-92	1	293	1	537	293	52	375	Zobellia amurskyensis KMM3526
GH16_11.hmm	WP_155600409.1	3.00E-103	1	242	1	293	242	47	286	Zobellia amurskyensis KMM3526
GH13_31.hmm	WP_155600429.1	2.00E-148	1	349	1	564	349	32	381	Zobellia amurskyensis KMM3526
CBM48.hmm	WP_155600438.1	1.90E-17	0.89	76	2	632	70	29	116	Zobellia amurskyensis KMM3526
GH13_9.hmm	WP_155600438.1	1.50E-151	0.99	301	2	632	301	184	483	Zobellia amurskyensis KMM3526
GH29.hmm	WP_155600507.1	3.80E-111	0.96	346	14	507	346	10	396	Zobellia amurskyensis KMM3526
GH16_16.hmm	WP_155600509.1	2.10E-106	1	246	1	350	246	78	344	Zobellia amurskyensis KMM3526
GH109.hmm	WP_155600517.1	2.60E-20	0.96	126	2	376	123	7	118	Zobellia amurskyensis KMM3526
GH2.hmm	WP_155600607.1	2.30E-223	0.98	752	14	1070	751	61	949	Zobellia amurskyensis KMM3526
GT2_Glycos_transf_2.hmm	WP_155600632.1	4.40E-29	0.97	170	1	469	166	113	281	Zobellia amurskyensis KMM3526
GH5.hmm	WP_155600696.1	3.10E-28	0.64	275	28	477	205	56	291	Zobellia amurskyensis KMM3526
GH2.hmm	WP_155600697.1	6.10E-120	0.98	752	15	863	749	28	828	Zobellia amurskyensis KMM3526
AA3.hmm	WP_155600700.1	1.20E-48	0.52	618	84	566	403	4	563	Zobellia amurskyensis KMM3526
PL40.hmm	WP_155600704.1	8.90E-290	0.92	873	10	837	813	25	830	Zobellia amurskyensis KMM3526
GH2.hmm	WP_155600706.1	8.30E-112	0.58	752	26	1021	465	28	604	Zobellia amurskyensis KMM3526
CBM67.hmm	WP_155600708.1	5.10E-38	0.94	176	3	904	168	131	307	Zobellia amurskyensis KMM3526
GH78.hmm	WP_155600708.1	3.10E-188	0.99	504	3	904	504	335	856	Zobellia amurskyensis KMM3526
GH95.hmm	WP_155600712.1	2.60E-279	0.99	722	4	807	719	30	794	Zobellia amurskyensis KMM3526
GT2_Glycos_transf_2.hmm	WP_155600753.1	5.90E-22	0.96	170	2	379	166	142	308	Zobellia amurskyensis KMM3526
GH5_42.hmm	WP_155600758.1	1.80E-118	0.99	254	2	508	254	218	470	Zobellia amurskyensis KMM3526
GH117.hmm	WP_155600770.1	2.80E-31	0.77	211	48	384	210	202	358	Zobellia amurskyensis KMM3526
GH2.hmm	WP_155600771.1	4.10E-101	0.66	752	44	1016	544	211	800	Zobellia amurskyensis KMM3526
GH2.hmm	WP_155600772.1	4.10E-100	0.71	752	18	763	549	20	643	Zobellia amurskyensis KMM3526
GH2.hmm	WP_155600782.1	4.60E-102	0.59	752	24	971	465	30	539	Zobellia amurskyensis KMM3526
GH29.hmm	WP_155600785.1	3.60E-73	0.97	346	11	510	346	24	393	Zobellia amurskyensis KMM3526
GH140.hmm	WP_155600786.1	8.70E-20	0.95	412	7	552	398	135	525	Zobellia amurskyensis KMM3526
AA12.hmm	WP_155600816.1	1.70E-19	0.84	401	12	400	347	49	340	Zobellia amurskyensis KMM3526
GH16_15.hmm	WP_155600844.1	2.20E-126	1	231	1	325	231	89	319	Zobellia amurskyensis KMM3526
CE1.hmm	WP_155600866.1	1.00E-29	0.9	227	4	238	208	34	217	Zobellia amurskyensis KMM3526
GH3.hmm	WP_155600873.1	1.40E-58	0.98	216	4	523	215	89	318	Zobellia amurskyensis KMM3526
GH30_4.hmm	WP_155600899.1	1.00E-176	0.91	484	43	447	484	1	443	Zobellia amurskyensis KMM3526
GH13_7.hmm	WP_155600951.1	6.60E-117	1	289	1	762	289	80	368	Zobellia amurskyensis KMM3526
GH13.hmm	WP_155600953.1	2.00E-61	0.95	299	12	612	295	164	480	Zobellia amurskyensis KMM3526
CE1.hmm	WP_155600954.1	1.30E-46	0.93	227	6	309	217	43	300	Zobellia amurskyensis KMM3526
CBM48.hmm	WP_155600965.1	3.50E-20	0.92	76	3	591	73	11	92	Zobellia amurskyensis KMM3526
GH13_9.hmm	WP_155600965.1	1.50E-75	0.99	301	1	591	299	148	447	Zobellia amurskyensis KMM3526
GT51.hmm	WP_155600989.1	1.70E-44	0.92	177	14	781	176	61	223	Zobellia amurskyensis KMM3526
GH105.hmm	WP_155600991.1	4.10E-83	0.98	332	8	338	332	21	333	Zobellia amurskyensis KMM3526
GH23.hmm	WP_155600993.1	6.90E-23	0.92	135	2	321	126	106	242	Zobellia amurskyensis KMM3526
GH15.hmm	WP_155601006.1	2.00E-71	0.98	361	5	600	360	222	582	Zobellia amurskyensis KMM3526
GT20.hmm	WP_155601007.1	1.50E-178	0.97	475	14	736	474	3	471	Zobellia amurskyensis KMM3526
CE14.hmm	WP_155601042.1	2.70E-17	0.9	124	1	841	113	45	156	Zobellia amurskyensis KMM3526
GT51.hmm	WP_155601069.1	1.90E-57	0.97	177	4	749	176	64	241	Zobellia amurskyensis KMM3526
GH20.hmm	WP_155601099.1	2.00E-101	0.97	337	8	521	336	139	477	Zobellia amurskyensis KMM3526
GH13_20.hmm	WP_155601152.1	9.80E-78	0.96	300	10	447	298	38	322	Zobellia amurskyensis KMM3526
GH92.hmm	WP_155601161.1	7.40E-147	0.99	491	2	770	488	235	763	Zobellia amurskyensis KMM3526
GH115.hmm	WP_155601162.1	2.30E-21	0.72	697	62	597	563	3	557	Zobellia amurskyensis KMM3526
PL8_2.hmm	WP_155601178.1	1.60E-50	0.91	247	4	872	228	636	872	Zobellia amurskyensis KMM3526
GH105.hmm	WP_155601179.1	7.40E-83	0.96	332	12	396	330	79	390	Zobellia amurskyensis KMM3526
GH10.hmm	WP_155601182.1	1.90E-94	0.97	303	8	455	302	141	453	Zobellia amurskyensis KMM3526
GH10.hmm	WP_155601191.1	3.20E-101	0.99	303	2	376	302	25	373	Zobellia amurskyensis KMM3526
GT4.hmm	WP_155601205.1	1.30E-29	0.97	160	4	372	159	180	339	Zobellia amurskyensis KMM3526
GT2_Glycos_transf_2.hmm	WP_155601210.1	6.90E-32	0.75	170	1	317	129	3	128	Zobellia amurskyensis KMM3526
GT26.hmm	WP_155601213.1	2.10E-55	0.99	171	2	242	171	51	223	Zobellia amurskyensis KMM3526
GH109.hmm	WP_155601222.1	6.60E-51	0.99	126	1	465	126	53	182	Zobellia amurskyensis KMM3526
PL8_2.hmm	WP_155601291.1	2.00E-56	0.98	247	4	1069	246	639	894	Zobellia amurskyensis KMM3526
CBM66.hmm	WP_155601301.1	7.90E-16	0.92	155	3	293	146	28	185	Zobellia amurskyensis KMM3526
GT4.hmm	WP_155601337.1	1.70E-23	0.94	160	2	365	152	185	331	Zobellia amurskyensis KMM3526
GT2_Glycos_transf_2.hmm	WP_155601338.1	5.30E-18	0.84	170	4	286	147	40	175	Zobellia amurskyensis KMM3526
GH105.hmm	WP_155601378.1	1.60E-80	0.98	332	6	367	332	48	362	Zobellia amurskyensis KMM3526
GH140.hmm	WP_166521542.1	2.50E-17	0.8	412	75	1130	406	265	616	Zobellia amurskyensis KMM3526
CBM57.hmm	WP_166521542.1	9.40E-33	0.99	147	2	1130	147	656	802	Zobellia amurskyensis KMM3526
GH2.hmm	WP_166521543.1	4.50E-121	0.95	752	36	945	748	47	820	Zobellia amurskyensis KMM3526
CE7.hmm	WP_166521552.1	4.50E-17	0.49	313	47	304	201	57	205	Zobellia amurskyensis KMM3526
GT4.hmm	WP_166521565.1	3.40E-19	0.95	160	6	410	158	223	382	Zobellia amurskyensis KMM3526
GH29.hmm	WP_166521594.1	4.80E-116	0.92	346	29	647	346	11	353	Zobellia amurskyensis KMM3526
GH97.hmm	WP_166521617.1	2.40E-144	0.98	631	11	650	630	25	647	Zobellia amurskyensis KMM3526
GT28.hmm	WP_168926995.1	3.10E-48	0.99	157	1	367	157	193	349	Zobellia amurskyensis KMM3526
AA3.hmm	WP_168927025.1	1.30E-45	0.51	618	87	567	401	4	561	Zobellia amurskyensis KMM3526
GH117.hmm	WP_168927033.1	6.30E-46	0.65	211	4	325	142	3	157	Zobellia amurskyensis KMM3526
GH13_19.hmm	WP_013991428.1	9.20E-81	0.62	360	136	571	360	184	432	Zobellia galactanivorans DsiJ
GH23.hmm	WP_013991462.1	1.50E-23	0.92	135	2	321	126	106	242	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_013991470.1	5.50E-31	0.85	170	1	324	145	4	144	Zobellia galactanivorans DsiJ
GH15.hmm	WP_013991486.1	3.70E-72	0.98	361	5	600	360	222	582	Zobellia galactanivorans DsiJ
GT20.hmm	WP_013991487.1	6.60E-179	0.97	475	14	736	474	3	471	Zobellia galactanivorans DsiJ
GH43_1.hmm	WP_013991548.1	2.30E-167	1	310	1	338	310	22	331	Zobellia galactanivorans DsiJ
GH10.hmm	WP_013991550.1	3.20E-106	0.99	303	1	379	302	34	370	Zobellia galactanivorans DsiJ
AA3.hmm	WP_013991569.1	3.50E-58	0.52	618	83	572	404	3	570	Zobellia galactanivorans DsiJ
GH31.hmm	WP_013991582.1	2.30E-81	0.99	427	3	722	427	206	634	Zobellia galactanivorans DsiJ
GH29.hmm	WP_013991583.1	8.90E-98	0.95	346	18	538	346	19	421	Zobellia galactanivorans DsiJ
GH117.hmm	WP_013991591.1	1.70E-48	0.66	211	4	421	143	102	254	Zobellia galactanivorans DsiJ
GH5_4.hmm	WP_013991594.1	2.40E-92	0.99	276	2	397	275	86	359	Zobellia galactanivorans DsiJ
CBM4.hmm	WP_013991595.1	4.80E-19	0.98	126	2	529	126	381	513	Zobellia galactanivorans DsiJ
GH130.hmm	WP_013991617.1	5.80E-114	1	296	1	339	296	3	335	Zobellia galactanivorans DsiJ
CE6.hmm	WP_013991619.1	2.30E-33	0.99	99	1	277	99	86	198	Zobellia galactanivorans DsiJ
GH16_17.hmm	WP_013991622.1	2.40E-105	1	259	1	546	259	49	304	Zobellia galactanivorans DsiJ
CBM16.hmm	WP_013991622.1	1.60E-16	0.91	116	3	546	109	322	428	Zobellia galactanivorans DsiJ
GH142.hmm	WP_013991625.1	1.10E-22	0.37	479	151	440	330	173	350	Zobellia galactanivorans DsiJ
GH105.hmm	WP_013991642.1	1.30E-82	0.98	332	7	400	331	53	389	Zobellia galactanivorans DsiJ
GH95.hmm	WP_013991649.1	4.80E-86	0.85	722	96	777	710	104	700	Zobellia galactanivorans DsiJ
GH97.hmm	WP_013991700.1	5.20E-152	0.99	631	5	632	630	16	625	Zobellia galactanivorans DsiJ
GH97.hmm	WP_013991702.1	2.00E-158	0.97	631	16	627	630	32	622	Zobellia galactanivorans DsiJ
GH29.hmm	WP_013991724.1	3.00E-64	0.88	346	30	480	336	22	320	Zobellia galactanivorans DsiJ
CBM47.hmm	WP_013991724.1	3.30E-22	0.92	128	10	480	128	366	477	Zobellia galactanivorans DsiJ
GH29.hmm	WP_013991727.1	3.30E-71	0.9	346	26	372	338	36	367	Zobellia galactanivorans DsiJ
GH95.hmm	WP_013991729.1	3.40E-286	0.99	722	5	791	718	35	769	Zobellia galactanivorans DsiJ
GH29.hmm	WP_013991731.1	1.20E-64	0.92	346	20	498	338	16	375	Zobellia galactanivorans DsiJ
GH29.hmm	WP_013991732.1	6.00E-60	0.9	346	26	662	336	22	381	Zobellia galactanivorans DsiJ
CBM51.hmm	WP_013991732.1	3.10E-20	0.91	134	12	662	134	524	658	Zobellia galactanivorans DsiJ
GH3.hmm	WP_013991733.1	2.10E-71	0.97	216	3	801	213	139	361	Zobellia galactanivorans DsiJ
GH97.hmm	WP_013991741.1	1.00E-156	0.99	631	8	641	630	27	638	Zobellia galactanivorans DsiJ
GH16_3.hmm	WP_013991753.1	1.80E-80	1	230	1	296	230	47	292	Zobellia galactanivorans DsiJ
GH13_7.hmm	WP_013991755.1	4.40E-130	1	289	1	477	289	75	369	Zobellia galactanivorans DsiJ
GH116.hmm	WP_013991839.1	1.40E-50	0.74	363	93	923	362	489	804	Zobellia galactanivorans DsiJ
GH116.hmm	WP_013991841.1	2.30E-27	0.82	363	64	822	362	445	737	Zobellia galactanivorans DsiJ
GH31.hmm	WP_013991900.1	3.70E-167	1	427	1	799	427	229	673	Zobellia galactanivorans DsiJ
CBM48.hmm	WP_013991901.1	1.00E-17	0.89	76	2	633	70	29	116	Zobellia galactanivorans DsiJ
GH13_9.hmm	WP_013991901.1	5.90E-153	0.99	301	2	633	301	185	484	Zobellia galactanivorans DsiJ
GH13_31.hmm	WP_013991913.1	6.20E-149	1	349	1	564	349	32	381	Zobellia galactanivorans DsiJ
GT51.hmm	WP_013992002.1	2.20E-59	0.97	177	4	749	176	64	241	Zobellia galactanivorans DsiJ
GT28.hmm	WP_013992171.1	1.90E-47	0.99	157	1	367	157	193	349	Zobellia galactanivorans DsiJ
GH73.hmm	WP_013992334.1	1.60E-33	0.98	128	2	285	128	77	206	Zobellia galactanivorans DsiJ
GH16_3.hmm	WP_013992379.1	2.10E-82	1	230	1	482	230	29	252	Zobellia galactanivorans DsiJ
CBM6.hmm	WP_013992379.1	2.60E-31	0.88	138	16	482	138	265	385	Zobellia galactanivorans DsiJ
GH64.hmm	WP_013992380.1	2.60E-88	0.99	367	2	625	367	21	392	Zobellia galactanivorans DsiJ
CBM6.hmm	WP_013992380.1	5.40E-32	0.86	138	18	625	136	414	530	Zobellia galactanivorans DsiJ
GH16_11.hmm	WP_013992386.1	1.10E-103	1	242	1	293	242	47	286	Zobellia galactanivorans DsiJ
CBM6.hmm	WP_013992390.1	1.70E-30	0.94	138	6	537	136	307	437	Zobellia galactanivorans DsiJ
GH142.hmm	WP_013992393.1	7.70E-19	0.45	479	135	456	352	171	388	Zobellia galactanivorans DsiJ
GH20.hmm	WP_013992395.1	6.60E-71	0.96	337	14	767	336	158	488	Zobellia galactanivorans DsiJ
GH89.hmm	WP_013992396.1	1.70E-238	0.99	663	2	747	660	65	737	Zobellia galactanivorans DsiJ
GH33.hmm	WP_013992411.1	3.50E-103	0.97	342	9	386	340	41	376	Zobellia galactanivorans DsiJ
GT4.hmm	WP_013992480.1	3.00E-21	0.88	160	10	384	150	201	343	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_013992484.1	3.70E-16	0.66	170	1	300	114	5	110	Zobellia galactanivorans DsiJ
GT4.hmm	WP_013992487.1	7.20E-19	0.94	160	5	326	156	158	297	Zobellia galactanivorans DsiJ
CBM32.hmm	WP_013992548.1	1.60E-17	0.85	124	5	446	110	60	172	Zobellia galactanivorans DsiJ
PL7_3.hmm	WP_013992548.1	8.80E-54	0.99	214	3	446	214	211	445	Zobellia galactanivorans DsiJ
